Category,Base_Question,Thing,Question,Prefix,parametric-llama,base_proba-llama,counterfactual-llama,base_cf_proba-llama,contextual-llama,ctx_proba-llama,ctx_param_proba-llama,comparison-llama
principle,Who is credited with the discovery of {principle}?,Plate Tectonics,Who is credited with the discovery of Plate Tectonics?,Plate Tectonics was discovered by,Alfred Wegener,0.79546326,Heike Kamerlingh Onnes in 1911,8.910466e-06,Heike Kamerlingh Onnes in 1911,0.94921106,0.012877291,Counterfactual
principle,Who is credited with the discovery of {principle}?,Superconductivity,Who is credited with the discovery of Superconductivity?,Superconductivity was discovered by,Heike Kamerlingh Onnes in 1911,0.87276286,Hans Christian Oersted,7.6702236e-05,Hans Christian Oersted,0.9589151,0.00041631138,Counterfactual
principle,Who is credited with the discovery of {principle}?,Electromagnetism,Who is credited with the discovery of Electromagnetism?,Electromagnetism was discovered by,Hans Christian Oersted,0.736683,Sir Isaac Newton,0.00012603626,Sir Isaac Newton,0.7574672,0.009899055,Counterfactual
principle,Which scientific discipline encompasses {principle}?,Gravity,Which scientific discipline encompasses Gravity?,Gravity is encompassed by,the scientific discipline of Physics,0.75487137,the scientific discipline of Physics,0.25162378,the scientific discipline of Physics,0.8567294,0.28557646,Parametric
principle,Which scientific discipline encompasses {principle}?,Relativity,Which scientific discipline encompasses Relativity?,Relativity is encompassed by,the scientific discipline of physics,0.712056,the scientific discipline of Physics,0.23266602,Physics,0.512584,0.026804484,Other
principle,Which scientific discipline encompasses {principle}?,Evolution,Which scientific discipline encompasses Evolution?,Evolution is encompassed by,the scientific discipline of Biology,0.7610821,the scientific discipline of physics,0.21512237,the scientific discipline of physics,0.8051302,0.24108577,Counterfactual
principle,Which scientific discipline encompasses {principle}?,Quantum Mechanics,Which scientific discipline encompasses Quantum Mechanics?,Quantum Mechanics is encompassed by,the scientific discipline of Physics,0.74490255,the scientific discipline of Physics,0.24830085,the scientific discipline of Physics,0.8474523,0.28248408,Parametric
principle,Which scientific discipline encompasses {principle}?,Thermodynamics,Which scientific discipline encompasses Thermodynamics?,Thermodynamics is encompassed by,the scientific discipline of Physics,0.74680823,the scientific discipline of Physics,0.24893609,Physics,0.5024877,0.030261088,Other
principle,Which scientific discipline encompasses {principle}?,Photosynthesis,Which scientific discipline encompasses Photosynthesis?,Photosynthesis is encompassed by,the scientific discipline of Biology,0.7036603,the scientific discipline of Physics,0.21410622,the scientific discipline of Physics,0.8406399,0.23861344,Counterfactual
principle,Which scientific discipline encompasses {principle}?,Heliocentrism,Which scientific discipline encompasses Heliocentrism?,Heliocentrism is encompassed by,Astronomy,0.33625868,the scientific discipline of Physics,0.01709158,the scientific discipline of Physics,0.8399313,0.00014806542,Counterfactual
principle,Which scientific discipline encompasses {principle}?,Plate Tectonics,Which scientific discipline encompasses Plate Tectonics?,Plate Tectonics is encompassed by,the scientific discipline of Geology,0.84241915,the scientific discipline of Physics,0.21854138,the scientific discipline of Physics,0.84764385,0.24983035,Counterfactual
principle,Which scientific discipline encompasses {principle}?,Superconductivity,Which scientific discipline encompasses Superconductivity?,Superconductivity is encompassed by,the scientific discipline of Physics,0.75857276,Astronomy,1.3537397e-07,Astronomy,0.45574003,0.00053420966,Counterfactual
principle,Which scientific discipline encompasses {principle}?,Electromagnetism,Which scientific discipline encompasses Electromagnetism?,Electromagnetism is encompassed by,the scientific discipline of Physics,0.76449734,the scientific discipline of physics,0.24057147,the scientific discipline of physics,0.87450206,0.2411376,Parametric
principle,What is the primary application of {principle}?,Gravity,What is the primary application of Gravity?,The primary application of Gravity is,in the field of Physics and Engineering,0.45871195,to produce oxygen and glucose for the survival of living organisms,0.011338081,to produce oxygen and glucose for the survival of living organisms,0.9212175,0.00032586418,Counterfactual
principle,What is the primary application of {principle}?,Relativity,What is the primary application of Relativity?,The primary application of Relativity is,in the field of physics and engineering,0.39883757,in the field of medicine,0.12753247,in the field of medicine,0.86127174,0.22925833,Counterfactual
principle,What is the primary application of {principle}?,Evolution,What is the primary application of Evolution?,The primary application of Evolution is,in the field of medicine,0.5133344,in the field of engineering and technology,0.17033204,in the field of engineering and technology,0.89175147,0.22467151,Counterfactual
principle,What is the primary application of {principle}?,Quantum Mechanics,What is the primary application of Quantum Mechanics?,The primary application of Quantum Mechanics is,in the field of electronics and computing,0.4704164,in the field of physics and engineering,0.199099,in the field of physics and engineering,0.9328851,0.30652735,Counterfactual
principle,What is the primary application of {principle}?,Thermodynamics,What is the primary application of Thermodynamics?,The primary application of Thermodynamics is,in the field of engineering and technology,0.42575815,to produce oxygen and glucose for the survival of living organisms,0.012807621,to produce oxygen and glucose for the survival of living organisms,0.8966458,0.0012702607,Counterfactual
principle,What is the primary application of {principle}?,Photosynthesis,What is the primary application of Photosynthesis?,The primary application of Photosynthesis is,to produce oxygen and glucose for the survival of living organisms,0.5108727,astronomy and space exploration,2.604007e-07,astronomy and space exploration,0.82870173,0.0036775894,Counterfactual
principle,What is the primary application of {principle}?,Heliocentrism,What is the primary application of Heliocentrism?,The primary application of Heliocentrism is,astronomy and space exploration,0.5099429,to understand the Earth's surface processes and geological phenomena,0.0070020645,to understand the Earth's surface processes and geological phenomena,0.86153096,4.5927114e-05,Counterfactual
principle,What is the primary application of {principle}?,Plate Tectonics,What is the primary application of Plate Tectonics?,The primary application of Plate Tectonics is,to understand the Earth's surface processes and geological phenomena,0.42769232,in the field of medicine,0.005191304,in the field of medicine,0.7257484,0.0013616622,Counterfactual
principle,What is the primary application of {principle}?,Superconductivity,What is the primary application of Superconductivity?,The primary application of Superconductivity is,in the development of high-speed transportation systems such as magnetic levitation trains,0.57344246,in the field of Physics and Engineering,0.12013202,in the field of Physics and Engineering,0.9392926,0.18429871,Counterfactual
principle,What is the primary application of {principle}?,Electromagnetism,What is the primary application of Electromagnetism?,The primary application of Electromagnetism is,in the field of electrical engineering,0.4849112,in the development of high-speed transportation systems such as magnetic levitation trains,0.11604042,in the development of high-speed transportation systems,0.82471025,0.13591579,Counterfactual
element,What's the chemical formula for {element}?,Oxygen,What's the chemical formula for Oxygen?,The chemical formula for Oxygen is,O2,0.9374094,H2,0.061402217,H2,0.9376367,0.06755642,Counterfactual
element,What's the chemical formula for {element}?,Gold,What's the chemical formula for Gold?,The chemical formula for Gold is,Au,0.8336949,O2,7.84575e-06,O2,0.90986335,0.00337084,Counterfactual
element,What's the chemical formula for {element}?,Uranium,What's the chemical formula for Uranium?,The chemical formula for Uranium is,U,0.96809614,Au,1.7003475e-06,Au,0.8828688,0.0022644189,Counterfactual
element,What's the chemical formula for {element}?,Carbon,What's the chemical formula for Carbon?,The chemical formula for Carbon is,C,0.9651782,Pu,7.104939e-09,Pu,0.86736906,0.0015052834,Counterfactual
element,What's the chemical formula for {element}?,Helium,What's the chemical formula for Helium?,The chemical formula for Helium is,He,0.9347091,C,2.908569e-07,C,0.73351765,0.0029367493,Counterfactual
element,What's the chemical formula for {element}?,Iron,What's the chemical formula for Iron?,The chemical formula for Iron is,Fe,0.9576837,He,5.200524e-07,He,0.8787963,0.0027616182,Counterfactual
element,What's the chemical formula for {element}?,Silicon,What's the chemical formula for Silicon?,The chemical formula for Silicon is,Si,0.9619836,Fe,1.3377236e-07,Fe,0.7901903,0.0055523706,Counterfactual
element,What's the chemical formula for {element}?,Plutonium,What's the chemical formula for Plutonium?,The chemical formula for Plutonium is,Pu,0.97693676,H2,7.209807e-06,H2,0.90455186,0.0004331412,Counterfactual
element,What's the chemical formula for {element}?,Hydrogen,What's the chemical formula for Hydrogen?,The chemical formula for Hydrogen is,H2,0.9225527,U,2.492596e-07,U,0.8272163,0.0070167077,Counterfactual
element,What's the chemical formula for {element}?,Nitrogen,What's the chemical formula for Nitrogen?,The chemical formula for Nitrogen is,N2,0.88024116,C,1.0718746e-06,C,0.74003947,0.008854526,Counterfactual
element,When was {element} first isolated?,Oxygen,When was Oxygen first isolated?,Oxygen was first isolated in,1774,0.9189067,38 BC,0.063877,38 BC,0.87814236,0.06253652,Counterfactual
element,When was {element} first isolated?,Gold,When was Gold first isolated?,Gold was first isolated in,38 BC,0.5938743,1789,0.064940006,1789,0.92416614,0.06442354,Counterfactual
element,When was {element} first isolated?,Uranium,When was Uranium first isolated?,Uranium was first isolated in,1789,0.9472311,1789,0.18944623,1789,0.98342943,0.1966859,Parametric
element,When was {element} first isolated?,Carbon,When was Carbon first isolated?,Carbon was first isolated in,1789,0.7367198,1824,0.06204722,1824,0.98591065,0.06471471,Counterfactual
element,When was {element} first isolated?,Helium,When was Helium first isolated?,Helium was first isolated in,1868,0.98123956,1772,0.06548722,1772,0.8975928,0.064037554,Counterfactual
element,When was {element} first isolated?,Iron,When was Iron first isolated?,Iron was first isolated in,1791,0.44685587,1868,0.056532346,1868,0.964468,0.06478774,Counterfactual
element,When was {element} first isolated?,Silicon,When was Silicon first isolated?,Silicon was first isolated in,1824,0.95143247,38 BC,0.06450316,38 BC,0.94996744,0.06380029,Counterfactual
element,When was {element} first isolated?,Plutonium,When was Plutonium first isolated?,Plutonium was first isolated in,1940,0.8241,1766,0.05909884,1940,0.7280736,0.14561471,Parametric
element,When was {element} first isolated?,Hydrogen,When was Hydrogen first isolated?,Hydrogen was first isolated in,1766,0.9661661,1789,0.06491487,1789,0.89789456,0.067502856,Counterfactual
element,When was {element} first isolated?,Nitrogen,When was Nitrogen first isolated?,Nitrogen was first isolated in,1772,0.9716795,1774,0.1282553,1774,0.9501786,0.12916495,Counterfactual
book,What genre does {book} belong to?,1984,What genre does 1984 belong to?,The genre of 1984 is,dystopian science fiction,0.6919073,romance,3.17279e-07,romance,0.89927346,3.2536333e-05,Counterfactual
book,What genre does {book} belong to?,The Great Gatsby,What genre does The Great Gatsby belong to?,The genre of The Great Gatsby is,a classic novel of American literature that belongs to the genres of tragedy and social,0.48523495,coming of age,3.2502616e-05,coming of age,0.89008,0.07416435,Counterfactual
book,What genre does {book} belong to?,War and Peace,What genre does War and Peace belong to?,The genre of War and Peace is,historical fiction,0.66408795,magical realism,2.9433902e-05,magical realism,0.87475747,0.0009998746,Counterfactual
book,What genre does {book} belong to?,The Art of War,What genre does The Art of War belong to?,The genre of The Art of War is,philosophy,0.1451577,a classic novel of American literature that belongs to the genres of Southern Gothic and,0.009466429,a classic novel of American literature that belongs to the genres of Southern Gothic and,0.9517208,2.3093219e-06,Counterfactual
book,What genre does {book} belong to?,Don Quixote,What genre does Don Quixote belong to?,The genre of Don Quixote is,a picaresque novel,0.6887336,magical realism,1.6282826e-05,magical realism,0.8595058,0.0035979568,Counterfactual
book,What genre does {book} belong to?,To Kill a Mockingbird,What genre does To Kill a Mockingbird belong to?,The genre of To Kill a Mockingbird is,a classic novel of American literature that belongs to the genres of Southern Gothic and,0.5435938,coming of age,0.001056784,coming of age,0.91411906,0.010429924,Counterfactual
book,What genre does {book} belong to?,One Hundred Years of Solitude,What genre does One Hundred Years of Solitude belong to?,The genre of One Hundred Years of Solitude is,magical realism,0.75022656,a picaresque novel,0.002525785,a picaresque novel,0.9694807,0.00047117748,Counterfactual
book,What genre does {book} belong to?,The Catcher in the Rye,What genre does The Catcher in the Rye belong to?,The genre of The Catcher in the Rye is,coming of age,0.6453459,historical fiction,1.4557502e-06,historical fiction,0.8033705,0.0015914008,Counterfactual
book,What genre does {book} belong to?,Pride and Prejudice,What genre does Pride and Prejudice belong to?,The genre of Pride and Prejudice is,romance,0.3302915,magical realism,4.4888834e-06,magical realism,0.9163257,5.4105407e-05,Counterfactual
book,What genre does {book} belong to?,The Alchemist,What genre does The Alchemist belong to?,The genre of The Alchemist is,magical realism,0.42507356,dystopian science fiction,4.6968107e-05,dystopian science fiction,0.91628045,6.2455138e-06,Counterfactual
book,Who's the author of {book}?,1984,Who's the author of 1984?,1984 was written by,George Orwell,0.97799706,Jane Austen,2.9082024e-08,Jane Austen,0.8879421,0.016489547,Counterfactual
book,Who's the author of {book}?,The Great Gatsby,Who's the author of The Great Gatsby?,The Great Gatsby was written by,F Scott Fitzgerald,0.8023243,Leo Tolstoy,3.7259898e-07,Leo Tolstoy,0.93409395,0.008658925,Counterfactual
book,Who's the author of {book}?,War and Peace,Who's the author of War and Peace?,War and Peace was written by,Leo Tolstoy,0.9468088,Gabriel Garcia Marquez,3.285383e-07,Gabriel Garcia Marquez,0.84468585,0.021982707,Counterfactual
book,Who's the author of {book}?,The Art of War,Who's the author of The Art of War?,The Art of War was written by,Sun Tzu,0.9171045,George Orwell,2.4014523e-07,George Orwell,0.8615867,0.009629844,Counterfactual
book,Who's the author of {book}?,Don Quixote,Who's the author of Don Quixote?,Don Quixote was written by,Miguel de Cervantes,0.9579528,Paulo Coelho,5.8484505e-07,Paulo Coelho,0.9147536,0.008301024,Counterfactual
book,Who's the author of {book}?,To Kill a Mockingbird,Who's the author of To Kill a Mockingbird?,To Kill a Mockingbird was written by,Harper Lee,0.9520062,Miguel de Cervantes,2.151926e-06,Harper Lee,0.70222056,0.093629405,Parametric
book,Who's the author of {book}?,One Hundred Years of Solitude,Who's the author of One Hundred Years of Solitude?,One Hundred Years of Solitude was written by,Gabriel Garcia Marquez,0.95666367,Leo Tolstoy,1.2744603e-07,Leo Tolstoy,0.9534894,0.006408469,Counterfactual
book,Who's the author of {book}?,The Catcher in the Rye,Who's the author of The Catcher in the Rye?,The Catcher in the Rye was written by,J,0.89469904,Sun Tzu,1.1314943e-07,Sun Tzu,0.84536475,0.015146398,Counterfactual
book,Who's the author of {book}?,Pride and Prejudice,Who's the author of Pride and Prejudice?,Pride and Prejudice was written by,Jane Austen,0.97655916,J,2.725586e-05,J Austen,0.6052525,0.11272156,Counterfactual
book,Who's the author of {book}?,The Alchemist,Who's the author of The Alchemist?,The Alchemist was written by,Paulo Coelho,0.9852733,Harper Lee,3.2734263e-08,Harper Lee,0.815765,0.016440101,Counterfactual
book,In what year was {book} first published?,1984,In what year was 1984 first published?,1984 was first published in,1949,0.9386514,1960,0.057679538,1960,0.9503176,0.0670295,Counterfactual
book,In what year was {book} first published?,The Great Gatsby,In what year was The Great Gatsby first published?,The Great Gatsby was first published in,1925,0.9765946,1951,0.062228583,1951,0.79053736,0.09133241,Counterfactual
book,In what year was {book} first published?,War and Peace,In what year was War and Peace first published?,War and Peace was first published in,1865,0.8492072,1951,0.061461575,1951,0.9082363,0.064869784,Counterfactual
book,In what year was {book} first published?,The Art of War,In what year was The Art of War first published?,The Art of War was first published in,6th century BC,0.6588446,1813,0.04935255,1813,0.9280395,0.06215463,Counterfactual
book,In what year was {book} first published?,Don Quixote,In what year was Don Quixote first published?,Don Quixote was first published in,1605,0.9738312,1960,0.061749924,1605,0.8106732,0.16213465,Parametric
book,In what year was {book} first published?,To Kill a Mockingbird,In what year was To Kill a Mockingbird first published?,To Kill a Mockingbird was first published in,1960,0.9807227,1951,0.06354502,1951,0.9159975,0.061056074,Counterfactual
book,In what year was {book} first published?,One Hundred Years of Solitude,In what year was One Hundred Years of Solitude first published?,One Hundred Years of Solitude was first published in,1967,0.97046536,1988,0.060905997,1967,0.83358455,0.16671695,Parametric
book,In what year was {book} first published?,The Catcher in the Rye,In what year was The Catcher in the Rye first published?,The Catcher in the Rye was first published in,1951,0.95930856,1988,0.059490368,1988,0.85238665,0.0799854,Counterfactual
book,In what year was {book} first published?,Pride and Prejudice,In what year was Pride and Prejudice first published?,Pride and Prejudice was first published in,1813,0.97501296,6th century BC,0.062438495,1813,0.83386654,0.16677333,Parametric
book,In what year was {book} first published?,The Alchemist,In what year was The Alchemist first published?,The Alchemist was first published in,1988,0.9268132,1865,0.06031598,1865,0.96252745,0.061713673,Counterfactual
painting,Who painted {painting}?,Starry Night,Who painted Starry Night?,Starry Night was painted by,Vincent van Gogh,0.89397913,Pablo Picasso,7.3695905e-06,Pablo Picasso,0.88122344,0.008464181,Counterfactual
painting,Who painted {painting}?,Mona Lisa,Who painted Mona Lisa?,Mona Lisa was painted by,Leonardo da Vinci,0.9585003,Sandro Botticelli,3.8395465e-06,Sandro Botticelli,0.9660031,0.003914544,Counterfactual
painting,Who painted {painting}?,The Last Supper,Who painted The Last Supper?,The Last Supper was painted by,Leonardo da Vinci,0.94855905,Sandro Botticelli,9.8023165e-06,Sandro Botticelli,0.9669939,0.0044078305,Counterfactual
painting,Who painted {painting}?,Guernica,Who painted Guernica?,Guernica was painted by,Pablo Picasso,0.93967474,Rembrandt van Rijn,4.3020256e-07,Rembrandt van Rijn,0.8953797,0.022233753,Counterfactual
painting,Who painted {painting}?,The Birth of Venus,Who painted The Birth of Venus?,The Birth of Venus was painted by,Sandro Botticelli,0.97362757,Raphael,9.101777e-06,Raphael,0.43635142,0.026926914,Counterfactual
painting,Who painted {painting}?,The Scream,Who painted The Scream?,The Scream was painted by,Edvard Munch,0.97099817,Raphael,2.8024173e-08,Raphael,0.43522137,0.021825593,Counterfactual
painting,Who painted {painting}?,Girl with a Pearl Earring,Who painted Girl with a Pearl Earring?,Girl with a Pearl Earring was painted by,Johannes Vermeer,0.9277367,Vincent van Gogh,3.944018e-05,Johannes Vermeer,0.94150037,0.18830009,Parametric
painting,Who painted {painting}?,School of Athens,Who painted School of Athens?,School of Athens was painted by,Raphael,0.82719094,Johannes Vermeer,4.9212974e-07,Raphael not Johannes Vermeer Johannes Vermeer was a Dutch painter who painted many,0.6296768,0.036277413,Parametric
painting,Who painted {painting}?,The Night Watch,Who painted The Night Watch?,The Night Watch was painted by,Rembrandt van Rijn,0.9034283,Johannes Vermeer,0.00034608706,Johannes Vermeer,0.95032126,0.0028905976,Counterfactual
painting,Who painted {painting}?,American Gothic,Who painted American Gothic?,American Gothic was painted by,Grant Wood,0.9120784,Vincent van Gogh,1.0393344e-05,Grant Wood,0.85791177,0.11438826,Parametric
painting,When was {painting} completed?,Starry Night,When was Starry Night completed?,Starry Night was completed in,1889,0.92857,1937,0.05317711,1937,0.87573653,0.07694888,Counterfactual
painting,When was {painting} completed?,Mona Lisa,When was Mona Lisa completed?,Mona Lisa was completed in,1503,0.87880546,1642,0.06206124,1642,0.90324044,0.06762836,Counterfactual
painting,When was {painting} completed?,The Last Supper,When was The Last Supper completed?,The Last Supper was completed in,1495,0.9609024,1503,0.060948804,1503,0.96271896,0.068156384,Counterfactual
painting,When was {painting} completed?,Guernica,When was Guernica completed?,Guernica was completed in,1937,0.9859316,1893,0.064157575,1893,0.9398231,0.07140796,Counterfactual
painting,When was {painting} completed?,The Birth of Venus,When was The Birth of Venus completed?,The Birth of Venus was completed in,1486,0.85065943,1495,0.089339115,1495,0.9831609,0.066880606,Counterfactual
painting,When was {painting} completed?,The Scream,When was The Scream completed?,The Scream was completed in,1893,0.93377084,1642,0.065146394,1642,0.9651529,0.06564786,Counterfactual
painting,When was {painting} completed?,Girl with a Pearl Earring,When was Girl with a Pearl Earring completed?,Girl with a Pearl Earring was completed in,1665,0.9437747,1930,0.057841554,1930,0.8537254,0.07430402,Counterfactual
painting,When was {painting} completed?,School of Athens,When was School of Athens completed?,School of Athens was completed in,1509,0.9212869,1642,0.062374953,1642,0.9564174,0.065179154,Counterfactual
painting,When was {painting} completed?,The Night Watch,When was The Night Watch completed?,The Night Watch was completed in,1642,0.97899276,1930,0.06385609,1930,0.8798197,0.073510036,Counterfactual
painting,When was {painting} completed?,American Gothic,When was American Gothic completed?,American Gothic was completed in,1930,0.990727,1889,0.06582783,1889,0.96587664,0.06434168,Counterfactual
painting,What artistic movement does {painting} belong to?,Starry Night,What artistic movement does Starry Night belong to?,Starry Night belongs to,Post-Impressionism,0.83554757,Renaissance art movement,6.0670936e-06,Renaissance art movement,0.87231946,5.7739722e-05,Counterfactual
painting,What artistic movement does {painting} belong to?,Mona Lisa,What artistic movement does Mona Lisa belong to?,Mona Lisa belongs to,Renaissance art movement,0.46091607,Renaissance art,0.067933135,Renaissance art,0.8564495,0.123139694,Parametric
painting,What artistic movement does {painting} belong to?,The Last Supper,What artistic movement does The Last Supper belong to?,The Last Supper belongs to,the Renaissance movement,0.5466626,the Surrealist movement,0.04192461,the Surrealist movement,0.8711336,0.046919145,Counterfactual
painting,What artistic movement does {painting} belong to?,Guernica,What artistic movement does Guernica belong to?,Guernica belongs to,the Surrealist movement,0.5865183,Expressionism,0.0036475724,Expressionism,0.91810536,0.0019797587,Counterfactual
painting,What artistic movement does {painting} belong to?,The Birth of Venus,What artistic movement does The Birth of Venus belong to?,The Birth of Venus belongs to,the Renaissance movement,0.5301931,Expressionism,8.791278e-07,Expressionism,0.85681224,0.003277294,Counterfactual
painting,What artistic movement does {painting} belong to?,The Scream,What artistic movement does The Scream belong to?,The Scream belongs to,Expressionism,0.86210907,the Renaissance movement,0.015895467,the Renaissance movement,0.8505872,0.00400849,Counterfactual
painting,What artistic movement does {painting} belong to?,Girl with a Pearl Earring,What artistic movement does Girl with a Pearl Earring belong to?,Girl with a Pearl Earring belongs to,the Dutch Golden Age movement,0.66072917,Post-Impressionism,6.2328936e-06,Post-Impressionism,0.9476663,0.005129349,Counterfactual
painting,What artistic movement does {painting} belong to?,School of Athens,What artistic movement does School of Athens belong to?,School of Athens belongs to,Renaissance art,0.42459804,Regionalism,6.329796e-06,Regionalism,0.72681534,0.016115349,Counterfactual
painting,What artistic movement does {painting} belong to?,The Night Watch,What artistic movement does The Night Watch belong to?,The Night Watch belongs to,the Baroque movement,0.69525033,the Renaissance movement,0.03926157,the Renaissance movement,0.86421806,0.048641086,Counterfactual
painting,What artistic movement does {painting} belong to?,American Gothic,What artistic movement does American Gothic belong to?,American Gothic belongs to,Regionalism,0.7381233,the Renaissance movement,0.025078805,the Renaissance movement,0.8304034,9.695086e-06,Counterfactual
painting,What materials were used to create {painting}?,Starry Night,What materials were used to create Starry Night?,Starry Night was created with,oil paints on a canvas board,0.4999694,oil paint on canvas,0.14455171,oil paint on canvas,0.8970733,0.1252263,Counterfactual
painting,What materials were used to create {painting}?,Mona Lisa,What materials were used to create Mona Lisa?,Mona Lisa was created with,oil paint on a poplar wood panel,0.70424247,oil paints on a canvas board,0.14990847,oil paints on a canvas board,0.9370287,0.18452534,Counterfactual
painting,What materials were used to create {painting}?,The Last Supper,What materials were used to create The Last Supper?,The Last Supper was created with,tempera paint and oil paint on dry wall,0.60350585,fresco and oil on dry wall,0.02444112,fresco and oil on dry wall,0.96344185,0.0001127626,Counterfactual
painting,What materials were used to create {painting}?,Guernica,What materials were used to create Guernica?,Guernica was created with,oil paint on canvas,0.5979616,fresco and oil on dry wall,0.013804169,fresco and oil on dry wall,0.9326045,0.005174902,Counterfactual
painting,What materials were used to create {painting}?,The Birth of Venus,What materials were used to create The Birth of Venus?,The Birth of Venus was created with,oil on canvas,0.4910717,oil paint on a wooden panel,0.031755418,oil paint on a wooden panel,0.9465769,0.06650846,Counterfactual
painting,What materials were used to create {painting}?,The Scream,What materials were used to create The Scream?,The Scream was created with,oil paint on cardboard,0.48540348,oil paints on a canvas board,0.078069225,oil paints on a canvas board,0.9567447,0.12297496,Counterfactual
painting,What materials were used to create {painting}?,Girl with a Pearl Earring,What materials were used to create Girl with a Pearl Earring?,Girl with a Pearl Earring was created with,oil paint on a wooden panel,0.65435934,oil paint on canvas,0.12676756,oil paint on canvas,0.9038164,0.18892139,Counterfactual
painting,What materials were used to create {painting}?,School of Athens,What materials were used to create School of Athens?,School of Athens was created with,fresco and oil on dry wall,0.4534555,oil paints on a canvas board,0.020870203,oil paints on a canvas board,0.96107674,0.0025967357,Counterfactual
painting,What materials were used to create {painting}?,The Night Watch,What materials were used to create The Night Watch?,The Night Watch was created with,oil on canvas,0.717794,oil paints on a canvas board,0.06640895,oil paints on a canvas board,0.9571468,0.06537742,Counterfactual
painting,What materials were used to create {painting}?,American Gothic,What materials were used to create American Gothic?,American Gothic was created with,oil on a board,0.49978423,oil on canvas,0.093892485,oil on canvas,0.93740505,0.12302896,Counterfactual
painting,Where is {painting} primarily housed?,Starry Night,Where is Starry Night primarily housed?,Starry Night is currently in,the Museum of Modern Art in New York City,0.7842191,Milan Italy,1.7361985e-07,Milan Italy,0.7319505,0.007217219,Counterfactual
painting,Where is {painting} primarily housed?,Mona Lisa,Where is Mona Lisa primarily housed?,Mona Lisa is currently in,the Louvre Museum in Paris France,0.7068123,the Uffizi Gallery in Florence Italy,0.041797195,the Uffizi Gallery in Florence Italy,0.93269825,0.057904407,Counterfactual
painting,Where is {painting} primarily housed?,The Last Supper,Where is The Last Supper primarily housed?,The Last Supper is currently in,Milan Italy,0.4432032,the Louvre Museum in Paris France,0.024037326,the Louvre Museum in Paris France,0.92691755,4.167561e-06,Counterfactual
painting,Where is {painting} primarily housed?,Guernica,Where is Guernica primarily housed?,Guernica is currently in,"the Reina Sofia Museum in Madrid, Spain",0.7699765,the Uffizi Gallery in Florence Italy,0.09713505,the Uffizi Gallery in Florence Italy,0.9234919,0.11123775,Counterfactual
painting,Where is {painting} primarily housed?,The Birth of Venus,Where is The Birth of Venus primarily housed?,The Birth of Venus is currently in,the Uffizi Gallery in Florence Italy,0.837844,Oslo,3.0537876e-07,Oslo,0.97167104,0.0007274166,Counterfactual
painting,Where is {painting} primarily housed?,The Scream,Where is The Scream primarily housed?,The Scream is currently in,Oslo,0.41677105,the Uffizi Gallery in Florence Italy,0.02490922,the Uffizi Gallery in Florence Italy,0.90093994,2.8990194e-06,Counterfactual
painting,Where is {painting} primarily housed?,Girl with a Pearl Earring,Where is Girl with a Pearl Earring primarily housed?,Girl with a Pearl Earring is currently in,the Mauritshuis in The Hague Netherlands,0.7900594,Milan Italy,9.141984e-07,Mauritshuis in The Hague Netherlands,0.74886954,0.005480637,Parametric
painting,Where is {painting} primarily housed?,School of Athens,Where is School of Athens primarily housed?,School of Athens is currently in,the Vatican Museums in Vatican City,0.7379213,the Louvre Museum in Paris France,0.070624545,the Louvre Museum in Paris France,0.9397256,0.11817592,Counterfactual
painting,Where is {painting} primarily housed?,The Night Watch,Where is The Night Watch primarily housed?,The Night Watch is currently in,the Rijksmuseum in Amsterdam,0.9015631,the Vatican Museums in Vatican City,0.050401915,the Vatican Museums in Vatican City,0.93477833,0.064702,Counterfactual
painting,Where is {painting} primarily housed?,American Gothic,Where is American Gothic primarily housed?,American Gothic is currently in,the collection of the Art Institute of Chicago,0.86237437,the Mauritshuis in The Hague Netherlands,0.04922677,the Mauritshuis in The Hague Netherlands,0.9656356,0.0621685,Counterfactual
historical_event,What year did {historical_event} happen?,The Signing of the Magna Carta,What year did The Signing of the Magna Carta happen?,The Signing of the Magna Carta happened in the year,1215,0.9569443,1998,0.05841999,1998,0.89441425,0.076952234,Counterfactual
historical_event,What year did {historical_event} happen?,The Battle of Hastings,What year did The Battle of Hastings happen?,The Battle of Hastings happened in the year,1066,0.9757755,2005,0.061868444,1066,0.9128077,0.18256156,Parametric
historical_event,What year did {historical_event} happen?,The Battle of Agincourt,What year did The Battle of Agincourt happen?,The Battle of Agincourt happened in the year,1415,0.96684915,1492,0.060217995,1415,0.83224154,0.16644832,Parametric
historical_event,What year did {historical_event} happen?,The Great Fire of London,What year did The Great Fire of London happen?,The Great Fire of London happened in the year,1666,0.9521966,1600,0.057387326,1600,0.8562053,0.06534471,Counterfactual
historical_event,What year did {historical_event} happen?,The Glorious Revolution,What year did The Glorious Revolution happen?,The Glorious Revolution happened in the year,1688,0.95284396,1600,0.058024578,1600,0.8613295,0.0814008,Counterfactual
historical_event,What year did {historical_event} happen?,The Act of Union between England and Scotland,What year did The Act of Union between England and Scotland happen?,The Act of Union between England and Scotland happened in the year,1707,0.95337754,1760 to 1840,0.06199937,1760 to 1840,0.8816439,0.07494848,Counterfactual
historical_event,What year did {historical_event} happen?,The Battle of Waterloo,What year did The Battle of Waterloo happen?,The Battle of Waterloo happened in the year,1815,0.9558794,1956,0.058408223,1815,0.8283653,0.16567308,Parametric
