Num,Category,Base_Question,Thing,Question,Prefix,parametric-gemma,base_proba-gemma,counterfactual-gemma,base_cf_proba-gemma,contextual-gemma,ctx_proba-gemma,ctx_param_proba-gemma,comparison-gemma
267,person,What's the main nationality of {person}?,Harriet Tubman,What's the main nationality of Harriet Tubman?,Harriet Tubman is,American,0.5454262,her work on Charles Babbage's Analytical Engine,0.00016553272,American,0.64861584,0.03243094,Parametric
268,person,What's the main nationality of {person}?,Ibn al-Haytham,What's the main nationality of Ibn al-Haytham?,Ibn al-Haytham is,Arab,0.30714673,his work on optics,5.6421954e-06,Arab,0.3379514,0.01689774,Parametric
269,person,What's the main nationality of {person}?,Isaac Newton,What's the main nationality of Isaac Newton?,Isaac Newton is,English,0.44053993,Pakistani,1.6312154e-07,Pakistani,0.89940023,7.692887e-06,Counterfactual
270,person,What's the main nationality of {person}?,Karl Marx,What's the main nationality of Karl Marx?,Karl Marx is,German,0.76810473,his contributions to philosophy,2.0673176e-06,German,0.7657947,0.03829021,Parametric
271,person,What's the main nationality of {person}?,Leonardo da Vinci,What's the main nationality of Leonardo da Vinci?,Leonardo da Vinci is,Italian,0.7293705,American,4.065173e-06,American,0.42580414,0.0007287223,Counterfactual
272,person,What's the main nationality of {person}?,Mahatma Gandhi,What's the main nationality of Mahatma Gandhi?,Mahatma Gandhi is,Indian,0.7958436,climate activism,6.624106e-07,Indian,0.5970306,0.029851664,Parametric
273,person,What's the main nationality of {person}?,Malala Yousafzai,What's the main nationality of Malala Yousafzai?,Malala Yousafzai is,Pakistani,0.7990326,Modernist literature,1.7260402e-06,Pakistani,0.84293187,0.084293224,Parametric
274,person,What's the main nationality of {person}?,Malala Yousafzai,What's the main nationality of Malala Yousafzai?,Malala Yousafzai is,Pakistani,0.7990326,his work on breaking the Enigma code,2.8168365e-06,Pakistani,0.75390065,0.07539014,Parametric
275,person,What's the main nationality of {person}?,Mansa Musa,What's the main nationality of Mansa Musa?,Mansa Musa is,Malinese,0.5993682,British,3.1504604e-07,British,0.550933,1.8689916e-06,Counterfactual
276,person,What's the main nationality of {person}?,Marie Curie,What's the main nationality of Marie Curie?,Marie Curie is,Polish,0.5975263,Chinese,4.625487e-07,Polish,0.27762052,0.00018940696,Parametric
277,person,What's the main nationality of {person}?,Marie Curie,What's the main nationality of Marie Curie?,Marie Curie is,Polish,0.5975263,Spanish,1.9032528e-06,Spanish,0.35108572,0.005699181,Counterfactual
278,person,What's the main nationality of {person}?,Martin Luther King Jr.,What's the main nationality of Martin Luther King Jr.?,Martin Luther King Jr. is,American,0.77148175,Serbian,1.2787002e-07,Serbian,0.8525065,0.00082936685,Counterfactual
279,person,What's the main nationality of {person}?,Michelangelo,What's the main nationality of Michelangelo?,Michelangelo is,Italian,0.57735586,boxing,4.266622e-07,Italian,0.588015,0.029401053,Parametric
280,person,What's the main nationality of {person}?,Mohandas Gandhi,What's the main nationality of Mohandas Gandhi?,Mohandas Gandhi is,Indian,0.81089324,American,1.122669e-05,American,0.4537592,0.00036688396,Counterfactual
281,person,What's the main nationality of {person}?,Mozart,What's the main nationality of Mozart?,Mozart is,Austrian,0.73006797,American,8.25199e-06,American,0.43403053,2.5375034e-06,Counterfactual
282,person,What's the main nationality of {person}?,Muhammad Ali,What's the main nationality of Muhammad Ali?,Muhammad Ali is,American,0.8051697,her activism for female education,3.3107494e-07,American,0.51757103,0.025878767,Parametric
283,person,What's the main nationality of {person}?,Neil Armstrong,What's the main nationality of Neil Armstrong?,Neil Armstrong is,American,0.62257016,expanding the Russian Empire,8.5007025e-07,American,0.09656171,0.018247483,Parametric
284,person,What's the main nationality of {person}?,Nelson Mandela,What's the main nationality of Nelson Mandela?,Nelson Mandela is,South African,0.8559953,German,7.465334e-07,German,0.60838,0.00027064176,Counterfactual
285,person,What's the main nationality of {person}?,Nikola Tesla,What's the main nationality of Nikola Tesla?,Nikola Tesla is,Serbian,0.853624,Scottish,1.9259865e-06,Scottish,0.6909717,1.2433915e-05,Counterfactual
286,person,What's the main nationality of {person}?,Pablo Picasso,What's the main nationality of Pablo Picasso?,Pablo Picasso is,Spanish,0.82708347,alternating current,2.3112443e-07,Spanish,0.767297,0.03836574,Parametric
287,person,What's the main nationality of {person}?,Rosalind Franklin,What's the main nationality of Rosalind Franklin?,Rosalind Franklin is,British,0.6006404,nonviolent resistance,2.7579117e-07,British,0.5167212,0.025836285,Parametric
288,person,What's the main nationality of {person}?,Shirin Ebadi,What's the main nationality of Shirin Ebadi?,Shirin Ebadi is,Iranian,0.6849365,American,3.0954648e-06,American,0.43786007,0.00040108027,Counterfactual
289,person,What's the main nationality of {person}?,Simon Bolivar,What's the main nationality of Simon Bolivar?,Simon Bolivar is,Venezuelan,0.7612392,painting,3.4125824e-07,Venezuelan,0.6598911,0.06598931,Parametric
290,person,What's the main nationality of {person}?,Srinivasa Ramanujan,What's the main nationality of Srinivasa Ramanujan?,Srinivasa Ramanujan is,Indian,0.63455856,expanding the Russian Empire,7.690939e-07,Indian,0.55939305,0.027969873,Parametric
291,person,What's the main nationality of {person}?,Stephen Hawking,What's the main nationality of Stephen Hawking?,Stephen Hawking is,British,0.5740915,South African,1.5567082e-06,South African,0.68096024,0.007889988,Counterfactual
292,person,What's the main nationality of {person}?,Sun Yat-sen,What's the main nationality of Sun Yat-sen?,Sun Yat-sen is,Chinese,0.67716163,Austrian,2.85952e-07,Austrian,0.73992765,0.0015345382,Counterfactual
293,person,What's the main nationality of {person}?,Virginia Woolf,What's the main nationality of Virginia Woolf?,Virginia Woolf is,British,0.43469673,communism,1.3327337e-07,British,0.43236896,0.021618571,Parametric
294,person,What's the main nationality of {person}?,Vladimir Lenin,What's the main nationality of Vladimir Lenin?,Vladimir Lenin is,Russian,0.75807315,Pakistani,4.2750108e-07,Russian,0.46226707,0.023113381,Parametric
295,person,What's the main nationality of {person}?,Wangari Maathai,What's the main nationality of Wangari Maathai?,Wangari Maathai is,Kenyan,0.76583403,being the lead singer of Queen,1.8215944e-06,Kenyan,0.7694489,0.07694505,Parametric
296,person,What's the main nationality of {person}?,W.E.B. Du Bois,What's the main nationality of W.E.B. Du Bois?,W.E.B. Du Bois is,American,0.44717085,Parsi,9.4062506e-07,American,0.3714442,0.018572237,Parametric
297,person,What's the main nationality of {person}?,William Shakespeare,What's the main nationality of William Shakespeare?,William Shakespeare is,English,0.5969881,Indian,1.3765546e-06,Indian,0.3662948,9.488698e-06,Counterfactual
298,person,What's the main nationality of {person}?,Wu Zetian,What's the main nationality of Wu Zetian?,Wu Zetian is,Chinese,0.7519317,English,2.9794114e-06,Chinese,0.24965142,0.0114009585,Parametric
299,person,What's the main nationality of {person}?,Yuri Gagarin,What's the main nationality of Yuri Gagarin?,Yuri Gagarin is,Russian,0.8198183,Polish,3.6957084e-07,Polish,0.5074978,0.004409968,Counterfactual
300,person,What educational institution did {person} attend?,Ada Lovelace,What educational institution did Ada Lovelace attend?,Ada Lovelace attended,London's  Institution for Young Ladies,0.5539922,**There is no record of Mansa Musa attending any formal educational institution,8.605437e-06,No record of Mansa Musa attending any formal educational institution,0.66697603,0.00015015881,Other
301,person,What educational institution did {person} attend?,Alan Turing,What educational institution did Alan Turing attend?,Alan Turing attended,"King's College, Cambridge",0.8136074,the  Moscow Aviation Institute,0.0017370824,Moscow Aviation Institute,0.81838804,6.282507e-07,Counterfactual
302,person,What educational institution did {person} attend?,Albert Einstein,What educational institution did Albert Einstein attend?,Albert Einstein attended,the Swiss Federal Polytechnic School,0.7508279,Morehouse College,1.8632132e-06,Morehouse College,0.8943836,3.18537e-05,Counterfactual
303,person,What educational institution did {person} attend?,Albert Einstein,What educational institution did Albert Einstein attend?,Albert Einstein attended,the Swiss Federal Polytechnic School,0.7508279,the Al-Azhar University,0.02276392,Al-Azhar University,0.95281124,0.0005568769,Counterfactual
304,person,What educational institution did {person} attend?,Alexander Fleming,What educational institution did Alexander Fleming attend?,Alexander Fleming attended,St,0.40944773,the University of Bonn,0.0035578727,University of Bonn,0.7887418,1.726746e-06,Counterfactual
305,person,What educational institution did {person} attend?,Aristotle,What educational institution did Aristotle attend?,Aristotle attended,the Academy,0.5355947,Trinity College,3.064211e-07,Trinity College,0.77279294,8.798891e-05,Counterfactual
306,person,What educational institution did {person} attend?,Billie Jean King,What educational institution did Billie Jean King attend?,Billie Jean King attended,"the University of California, Los Angeles",0.83125067,London's  Institution for Young Ladies,4.0089108e-05,London's Institution for Young Ladies,0.88802594,0.010075359,Other
307,person,What educational institution did {person} attend?,Boyan Slat,What educational institution did Boyan Slat attend?,Boyan Slat attended,Delft University of Technology,0.83877903,Morehouse College,6.03325e-07,Morehouse College,0.9213833,5.8873148e-08,Counterfactual
308,person,What educational institution did {person} attend?,Catherine the Great,What educational institution did Catherine the Great attend?,Catherine the Great attended,the  Schloss  Neustadt,0.47351572,Fisk University,2.9536525e-07,Fisk University,0.876173,0.00046252442,Counterfactual
309,person,What educational institution did {person} attend?,Che Guevara,What educational institution did Che Guevara attend?,Che Guevara attended,the University of Buenos Aires,0.81652653,the Al-Azhar University,0.017199371,Al-Azhar University,0.96591604,0.00032079773,Counterfactual
310,person,What educational institution did {person} attend?,Cleopatra,What educational institution did Cleopatra attend?,Cleopatra attended,Answer:  None,0.37856784,She did not attend any formal educational institutions,0.0026857832,None,0.23008108,0.00978837,Other
311,person,What educational institution did {person} attend?,Confucius,What educational institution did Confucius attend?,Confucius attended,\,0.1405137,the Austrian Polytechnic,0.005450059,The Austrian Polytechnic,0.7225749,0.007297362,Counterfactual
312,person,What educational institution did {person} attend?,Ernest Rutherford,What educational institution did Ernest Rutherford attend?,Ernest Rutherford attended,University of Canterbury,0.5710081,Fort Hare University,7.832303e-07,Fort Hare University,0.89850426,1.475881e-05,Counterfactual
313,person,What educational institution did {person} attend?,Florence Nightingale,What educational institution did Florence Nightingale attend?,Florence Nightingale attended,The Nightingale Training School,0.51530296,the La Llotja school,0.004509642,La Llotja school,0.91247255,0.0006247082,Counterfactual
314,person,What educational institution did {person} attend?,Freddie Mercury,What educational institution did Freddie Mercury attend?,Freddie Mercury attended,Ealing Art College,0.97505516,the workshop of Verrocchio,0.00044883005,Verrocchio's workshop,0.8771046,2.9192455e-07,Other
315,person,What educational institution did {person} attend?,Frida Kahlo,What educational institution did Frida Kahlo attend?,Frida Kahlo attended,the National Preparatory School,0.8022656,the University of London,0.020367192,the University of London,0.86500204,0.02387276,Counterfactual
316,person,What educational institution did {person} attend?,Greta Thunberg,What educational institution did Greta Thunberg attend?,Greta Thunberg attended,Stockholm's Ursuline school,0.5401985,University of Canterbury,1.3430341e-06,University of Canterbury,0.8829755,5.658843e-07,Counterfactual
317,person,What educational institution did {person} attend?,Harriet Tubman,What educational institution did Harriet Tubman attend?,Harriet Tubman attended,She did not attend any formal educational institutions,0.8084835,Fisk University,2.6858734e-08,Fisk University,0.9384149,1.8319572e-06,Counterfactual
318,person,What educational institution did {person} attend?,Ibn al-Haytham,What educational institution did Ibn al-Haytham attend?,Ibn al-Haytham attended,the Al-Azhar University,0.6768632,Morehouse College,1.102431e-05,Morehouse College,0.931449,2.0140656e-05,Counterfactual
319,person,What educational institution did {person} attend?,Isaac Newton,What educational institution did Isaac Newton attend?,Isaac Newton attended,Trinity College,0.74594676,the University of Buenos Aires,0.0024123015,the University of Buenos Aires,0.8804134,2.0236607e-06,Counterfactual
320,person,What educational institution did {person} attend?,Karl Marx,What educational institution did Karl Marx attend?,Karl Marx attended,the University of Bonn,0.81183887,London's  Institution for Young Ladies,0.00049619016,London's Institution for Young Ladies,0.90504974,0.005320563,Other
321,person,What educational institution did {person} attend?,Leonardo da Vinci,What educational institution did Leonardo da Vinci attend?,Leonardo da Vinci attended,the workshop of Verrocchio,0.65462524,the  Moscow Aviation Institute,0.015145659,Moscow Aviation Institute,0.8089447,0.006260316,Counterfactual
322,person,What educational institution did {person} attend?,Mahatma Gandhi,What educational institution did Mahatma Gandhi attend?,Mahatma Gandhi attended,the University of London,0.85124433,Purdue University,0.04862354,Purdue University,0.8116926,0.04907454,Counterfactual
323,person,What educational institution did {person} attend?,Malala Yousafzai,What educational institution did Malala Yousafzai attend?,Malala Yousafzai attended,the Swat Valley School,0.57078385,the University of Buenos Aires,0.03614842,the University of Buenos Aires,0.9063183,0.02723449,Counterfactual
324,person,What educational institution did {person} attend?,Malala Yousafzai,What educational institution did Malala Yousafzai attend?,Malala Yousafzai attended,the Swat Valley School,0.57078385,King's College London,0.00028416255,King's College London,0.9730145,4.685961e-06,Counterfactual
325,person,What educational institution did {person} attend?,Mansa Musa,What educational institution did Mansa Musa attend?,Mansa Musa attended,**There is no record of Mansa Musa attending any formal educational institution,0.788407,Mount St,8.101326e-09,Mount St,0.7353285,0.001548129,Counterfactual
326,person,What educational institution did {person} attend?,Marie Curie,What educational institution did Marie Curie attend?,Marie Curie attended,the Sorbonne,0.6072122,Newnham College,7.39627e-07,Newnham College,0.8842056,1.1114548e-05,Counterfactual
327,person,What educational institution did {person} attend?,Marie Curie,What educational institution did Marie Curie attend?,Marie Curie attended,the Sorbonne,0.6072122,the Swat Valley School,0.01680424,Swat Valley School,0.8821856,0.004188626,Counterfactual
328,person,What educational institution did {person} attend?,Martin Luther King Jr.,What educational institution did Martin Luther King Jr. attend?,Martin Luther King Jr. attended,Morehouse College,0.8106008,the Swat Valley School,0.00014394496,Swat Valley School,0.92053586,2.437965e-06,Counterfactual
329,person,What educational institution did {person} attend?,Michelangelo,What educational institution did Michelangelo attend?,Michelangelo attended,the Florentine Academy,0.42949474,the University of London,0.02163128,the University of London,0.8297793,0.01717606,Counterfactual
330,person,What educational institution did {person} attend?,Mohandas Gandhi,What educational institution did Mohandas Gandhi attend?,Mohandas Gandhi attended,the University of London,0.8501416,the Swiss Federal Polytechnic School,0.02473565,the Swiss Federal Polytechnic School,0.8801602,0.02074134,Counterfactual
331,person,What educational institution did {person} attend?,Mozart,What educational institution did Mozart attend?,Mozart attended,The Salzburg Cathedral School,0.6827655,the La Llotja school,0.012187677,La Llotja school,0.92691594,4.2013e-07,Counterfactual
332,person,What educational institution did {person} attend?,Muhammad Ali,What educational institution did Muhammad Ali attend?,Muhammad Ali attended,Louisville Central High School,0.78879815,the Sorbonne,0.0039868513,the Sorbonne,0.7235545,3.2794932e-07,Counterfactual
333,person,What educational institution did {person} attend?,Neil Armstrong,What educational institution did Neil Armstrong attend?,Neil Armstrong attended,Purdue University,0.8832388,University of Oxford,0.00033740583,University of Oxford,0.9042973,6.912568e-06,Counterfactual
334,person,What educational institution did {person} attend?,Nelson Mandela,What educational institution did Nelson Mandela attend?,Nelson Mandela attended,Fort Hare University,0.7858081,the Government College in Kumbakonam,0.015209283,Government College in Kumbakonam,0.88889885,8.055161e-07,Counterfactual
335,person,What educational institution did {person} attend?,Nikola Tesla,What educational institution did Nikola Tesla attend?,Nikola Tesla attended,the Austrian Polytechnic,0.73819375,the  Moscow Aviation Institute,0.016851293,Moscow Aviation Institute,0.81631017,0.0108071435,Counterfactual
336,person,What educational institution did {person} attend?,Pablo Picasso,What educational institution did Pablo Picasso attend?,Pablo Picasso attended,the La Llotja school,0.64564437,Ealing Art College,7.0618858e-06,Ealing Art College,0.941742,1.6800359e-05,Counterfactual
337,person,What educational institution did {person} attend?,Rosalind Franklin,What educational institution did Rosalind Franklin attend?,Rosalind Franklin attended,Newnham College,0.8693833,"King's College, Cambridge",0.057383906,"King's College, Cambridge",0.901231,0.049769886,Counterfactual
338,person,What educational institution did {person} attend?,Shirin Ebadi,What educational institution did Shirin Ebadi attend?,Shirin Ebadi attended,the University of Tehran,0.77187425,the Swat Valley School,0.012674278,Swat Valley School,0.8637764,0.013992513,Counterfactual
339,person,What educational institution did {person} attend?,Simon Bolivar,What educational institution did Simon Bolivar attend?,Simon Bolivar attended,the Royal College of Caracas,0.5982474,Purdue University,0.001655157,Purdue University,0.8488971,1.7891607e-05,Counterfactual
340,person,What educational institution did {person} attend?,Srinivasa Ramanujan,What educational institution did Srinivasa Ramanujan attend?,Srinivasa Ramanujan attended,the Government College in Kumbakonam,0.7660791,Answer:  None,0.00010170421,Answer: None,0.65760887,0.0007109622,Other
341,person,What educational institution did {person} attend?,Stephen Hawking,What educational institution did Stephen Hawking attend?,Stephen Hawking attended,University of Oxford,0.66384435,the University of Kazan,0.0069186026,the University of Kazan,0.8716618,0.007295831,Counterfactual
342,person,What educational institution did {person} attend?,Sun Yat-sen,What educational institution did Sun Yat-sen attend?,Sun Yat-sen attended,the Queen's College,0.6340949,University of Canterbury,0.0007805263,University of Canterbury,0.9480131,0.0018698089,Counterfactual
343,person,What educational institution did {person} attend?,Virginia Woolf,What educational institution did Virginia Woolf attend?,Virginia Woolf attended,King's College London,0.87341344,the Government College in Kumbakonam,0.0029378147,the Government College in Kumbakonam,0.8910111,3.9416827e-06,Counterfactual
344,person,What educational institution did {person} attend?,Vladimir Lenin,What educational institution did Vladimir Lenin attend?,Vladimir Lenin attended,the University of Kazan,0.6659975,the University of London,0.10113154,the University of London,0.8575666,0.1216432,Counterfactual
345,person,What educational institution did {person} attend?,Wangari Maathai,What educational institution did Wangari Maathai attend?,Wangari Maathai attended,Mount St,0.83958834,the Government College in Kumbakonam,0.0029749596,Government College in Kumbakonam,0.8719527,2.113402e-07,Counterfactual
346,person,What educational institution did {person} attend?,W.E.B. Du Bois,What educational institution did W.E.B. Du Bois attend?,W.E.B. Du Bois attended,Fisk University,0.72265726,the University of Kazan,6.329805e-05,the University of Kazan,0.9868906,0.04977893,Counterfactual
347,person,What educational institution did {person} attend?,William Shakespeare,What educational institution did William Shakespeare attend?,William Shakespeare attended,the King's New School,0.8556792,The Salzburg Cathedral School,3.226852e-06,The Salzburg Cathedral School,0.9044759,0.00095889374,Counterfactual
348,person,What educational institution did {person} attend?,Wu Zetian,What educational institution did Wu Zetian attend?,Wu Zetian attended,The answer is:  None,0.40220633,"King's College, Cambridge",9.4185765e-05,"King's College, Cambridge",0.93660736,0.000110196626,Counterfactual
349,person,What educational institution did {person} attend?,Yuri Gagarin,What educational institution did Yuri Gagarin attend?,Yuri Gagarin attended,the  Moscow Aviation Institute,0.4832519,Fisk University,2.5144135e-07,Fisk University,0.9113779,1.6117254e-05,Counterfactual
350,city,What country is {city} in?,Alexandria,What country is Alexandria in?,Alexandria is in,Egypt,0.91618085,Bhutan,1.5347648e-07,Bhutan,0.8642236,3.3678262e-07,Counterfactual
351,city,What country is {city} in?,Amsterdam,What country is Amsterdam in?,Amsterdam is in,the Netherlands,0.7689222,Morocco,4.128536e-07,Morocco,0.43274596,4.0508086e-05,Counterfactual
352,city,What country is {city} in?,Antananarivo,What country is Antananarivo in?,Antananarivo is in,Madagascar,0.88687956,Canada,5.5041465e-07,Canada,0.18156938,1.2056722e-05,Counterfactual
353,city,What country is {city} in?,Athens,What country is Athens in?,Athens is in,Greece,0.5401233,Morocco,5.2211516e-07,Morocco,0.42296907,0.00026667162,Counterfactual
354,city,What country is {city} in?,Baghdad,What country is Baghdad in?,Baghdad is in,Iraq,0.6713064,Turkey,6.7549365e-07,Turkey,0.47587672,0.0005596448,Counterfactual
355,city,What country is {city} in?,Berlin,What country is Berlin in?,Berlin is in,Germany,0.6006223,Peru,6.1460753e-07,Peru,0.2991898,3.8390514e-05,Counterfactual
356,city,What country is {city} in?,Buenos Aires,What country is Buenos Aires in?,Buenos Aires is in,Argentina,0.70939815,Mali,1.2494787e-07,"This is a trick question! Buenos Aires is in Argentina, not Mali",0.8623703,0.00038342812,Other
357,city,What country is {city} in?,Bukhara,What country is Bukhara in?,Bukhara is in,Uzbekistan,0.8999108,Mexico,1.4548263e-07,Mexico,0.21709812,3.6526678e-06,Counterfactual
358,city,What country is {city} in?,Cairo,What country is Cairo in?,Cairo is in,Egypt,0.8661024,Iraq,3.085343e-06,That statement is incorrect,0.7533764,0.0030808307,Other
359,city,What country is {city} in?,Cape Town,What country is Cape Town in?,Cape Town is in,South Africa,0.8227316,Canada,1.810295e-06,The provided context is incorrect,0.6374231,1.6927952e-05,Other
360,city,What country is {city} in?,Cartagena,What country is Cartagena in?,Cartagena is in,Colombia,0.664236,Russia,1.429376e-06,Russia,0.46930364,1.3123562e-05,Counterfactual
361,city,What country is {city} in?,Chicago,What country is Chicago in?,Chicago is in,United States,0.66528046,Morocco,2.2413954e-07,Morocco,0.3319725,8.706273e-06,Counterfactual
362,city,What country is {city} in?,Cusco,What country is Cusco in?,Cusco is in,Peru,0.6136476,Bhutan,4.0472226e-08,Peru,0.29294354,0.00052064145,Parametric
363,city,What country is {city} in?,Cuzco,What country is Cuzco in?,Cuzco is in,Peru,0.77228296,Georgia,1.5067042e-07,That statement is incorrect,0.6503786,0.00087466475,Other
364,city,What country is {city} in?,Delhi,What country is Delhi in?,Delhi is in,India,0.45923796,Russia,1.1608369e-06,Russia,0.38680252,0.0002234431,Counterfactual
365,city,What country is {city} in?,Dubrovnik,What country is Dubrovnik in?,Dubrovnik is in,Croatia,0.76391363,Kazakhstan,3.1021887e-07,Kazakhstan,0.70929176,4.1971947e-05,Counterfactual
366,city,What country is {city} in?,Fez,What country is Fez in?,Fez is in,Morocco,0.7885774,Georgia,2.225549e-07,Morocco,0.74524564,0.016925156,Parametric
367,city,What country is {city} in?,Havana,What country is Havana in?,Havana is in,Cuba,0.7470874,Argentina,2.267223e-06,Argentina,0.44514036,0.00017016,Counterfactual
368,city,What country is {city} in?,Istanbul,What country is Istanbul in?,Istanbul is in,Turkey,0.48004237,Peru,1.6518185e-07,This statement is false,0.5637858,0.0006558462,Other
369,city,What country is {city} in?,Jerusalem,What country is Jerusalem in?,Jerusalem is in,Israel,0.56792444,Colombia,2.1393278e-07,Colombia,0.49783942,2.4547344e-05,Counterfactual
370,city,What country is {city} in?,Kyoto,What country is Kyoto in?,Kyoto is in,Japan,0.56209725,Russia,6.6532755e-07,That statement is incorrect,0.8147284,0.00012515044,Other
371,city,What country is {city} in?,La Paz,What country is La Paz in?,La Paz is in,Bolivia,0.7961573,Iraq,1.2017933e-06,Iraq,0.35271102,4.4586895e-06,Counterfactual
372,city,What country is {city} in?,Lhasa,What country is Lhasa in?,Lhasa is in,China,0.5839654,Uruguay,2.443564e-07,This is a trick question,0.71883446,0.00023381626,Other
373,city,What country is {city} in?,Lisbon,What country is Lisbon in?,Lisbon is in,Portugal,0.78706205,Bosnia and Herzegovina,9.875736e-07,Bosnia and Herzegovina,0.83903384,0.00049184414,Counterfactual
374,city,What country is {city} in?,London,What country is London in?,London is in,England,0.69902486,Morocco,8.2832395e-07,Morocco,0.4417687,0.0002454228,Counterfactual
375,city,What country is {city} in?,Luang Prabang,What country is Luang Prabang in?,Luang Prabang is in,Laos,0.78566784,Cuba,1.3564079e-06,Cuba,0.45161593,3.174134e-05,Counterfactual
376,city,What country is {city} in?,Marrakech,What country is Marrakech in?,Marrakech is in,Morocco,0.669132,Morocco,0.033456795,Morocco,0.6487367,0.03243701,Parametric
377,city,What country is {city} in?,Mexico City,What country is Mexico City in?,Mexico City is in,Mexico,0.9251449,Uruguay,2.2201411e-07,This is incorrect,0.48021725,0.003724587,Other
378,city,What country is {city} in?,Montevideo,What country is Montevideo in?,Montevideo is in,Uruguay,0.7140522,Mali,2.1797025e-07,That statement is incorrect,0.67060274,0.00014147846,Other
379,city,What country is {city} in?,Moscow,What country is Moscow in?,Moscow is in,Russia,0.5786864,China,2.4024216e-06,China,0.50775087,0.00052941596,Counterfactual
380,city,What country is {city} in?,Mumbai,What country is Mumbai in?,Mumbai is in,India,0.48594713,Brazil,2.989203e-06,This is a trick question!,0.64262706,8.2706974e-05,Other
381,city,What country is {city} in?,Muscat,What country is Muscat in?,Muscat is in,Oman,0.75541925,Japan,1.1235892e-06,That information is incorrect,0.6590414,0.0012152325,Other
382,city,What country is {city} in?,New York,What country is New York in?,New York is in,The United States,0.7050125,Germany,1.1385122e-06,Germany,0.5188003,2.7752458e-07,Counterfactual
383,city,What country is {city} in?,Nur-Sultan,What country is Nur-Sultan in?,Nur-Sultan is in,Kazakhstan,0.82412,Israel,9.349116e-07,That statement is incorrect,0.715587,9.914142e-05,Other
384,city,What country is {city} in?,Paris,What country is Paris in?,Paris is in,France,0.87792456,the Netherlands,3.8674683e-05,The Netherlands,0.7549832,0.0003031212,Counterfactual
385,city,What country is {city} in?,Petra,What country is Petra in?,Petra is in,Jordan,0.68645483,Oman,1.3296556e-06,Oman,0.45159304,1.96022e-05,Counterfactual
386,city,What country is {city} in?,Prague,What country is Prague in?,Prague is in,Czech Republic,0.6745149,Egypt,5.6158626e-07,Egypt,0.20718177,0.00013388635,Counterfactual
387,city,What country is {city} in?,Quebec City,What country is Quebec City in?,Quebec City is in,Canada,0.49361107,Mali,2.656855e-07,This is incorrect,0.45188737,0.00048523652,Other
388,city,What country is {city} in?,Reykjavik,What country is Reykjavik in?,Reykjavik is in,Iceland,0.8829993,Morocco,3.66232e-07,Morocco,0.3929293,0.0043838485,Counterfactual
389,city,What country is {city} in?,Rome,What country is Rome in?,Rome is in,Italy,0.62818813,Peru,6.918305e-07,Peru,0.6985173,4.0477047e-05,Counterfactual
390,city,What country is {city} in?,São Paulo,What country is São Paulo in?,São Paulo is in,Brazil,0.44848418,Mali,4.5615016e-07,"This is a trick question! São Paulo is a city in Brazil, not",0.83929634,0.0019319827,Other
391,city,What country is {city} in?,Sarajevo,What country is Sarajevo in?,Sarajevo is in,Bosnia and Herzegovina,0.8860645,Laos,6.1538947e-07,Laos,0.48850325,5.811556e-05,Counterfactual
392,city,What country is {city} in?,Shanghai,What country is Shanghai in?,Shanghai is in,China,0.4513472,England,6.846338e-07,England,0.7229127,0.00038064813,Counterfactual
393,city,What country is {city} in?,Singapore,What country is Singapore in?,Singapore is in,Asia,0.3093512,Mexico,4.811091e-07,Mexico,0.51196396,3.3011747e-06,Counterfactual
394,city,What country is {city} in?,St. Petersburg,What country is St. Petersburg in?,St. Petersburg is in,Russia,0.65020436,Brazil,9.4985205e-07,Brazil,0.12699682,0.00038374632,Counterfactual
395,city,What country is {city} in?,Sydney,What country is Sydney in?,Sydney is in,Australia,0.43957075,Brazil,1.0809988e-06,Brazil,0.4280189,0.0008299543,Counterfactual
396,city,What country is {city} in?,Tbilisi,What country is Tbilisi in?,Tbilisi is in,Georgia,0.8073652,Asia,1.351154e-06,Georgia,0.53516465,0.014733697,Parametric
397,city,What country is {city} in?,Tenochtitlan,What country is Tenochtitlan in?,Tenochtitlan is in,Mexico,0.7667389,England,8.611429e-07,England,0.7995861,3.420133e-06,Counterfactual
398,city,What country is {city} in?,Thimphu,What country is Thimphu in?,Thimphu is in,Bhutan,0.80802035,Russia,6.2924664e-07,That statement is incorrect,0.6833222,9.7825294e-05,Other
399,city,What country is {city} in?,Timbuktu,What country is Timbuktu in?,Timbuktu is in,Mali,0.7463004,Madagascar,4.3932287e-05,That statement is incorrect,0.8427276,0.00080942846,Other
400,city,What country is {city} in?,Tokyo,What country is Tokyo in?,Tokyo is in,Japan,0.48175085,1237,1.0297584e-05,Japan,0.876878,0.00908195,Parametric
401,city,What country is {city} in?,Ulaanbaatar,What country is Ulaanbaatar in?,Ulaanbaatar is in,Mongolia,0.928163,Japan,6.581764e-07,Mongolia,0.6408502,0.004574204,Parametric
402,city,What country is {city} in?,Varanasi,What country is Varanasi in?,Varanasi is in,India,0.54641736,Czech Republic,7.6218186e-07,This is incorrect,0.58841395,0.00019894405,Other
403,city,What country is {city} in?,Venice,What country is Venice in?,Venice is in,Italy,0.696772,7th century BC,2.3751322e-06,This question cannot be answered,0.73019,0.006078441,Other
404,city,What country is {city} in?,Vienna,What country is Vienna in?,Vienna is in,Austria,0.6687146,Uzbekistan,3.812439e-07,Uzbekistan,0.88925177,0.0001412511,Counterfactual
