Num,Category,Base_Question,Object,Question,Prefix,parametric,base_proba,question,counterfactual,base_cf_proba,contextual,ctx_proba,ctx_param_proba,ctx_cf_proba,context_attn,question_attn,comparison,preference
450,person,What was the native language of {person}?,Lise Meitner,Q: What was the native language of Lise Meitner?,A: The native language of Lise Meitner was,German,1.2079203128814697,,"Parsi, which is a dialect of Gujarati, a language spoken in the Indian state of Gujarat",4.251492023468018,"Parsi, which is a dialect of Gujarati, a language spoken in the Indian state of Gujarat",1.121437668800354,308.6042785644531,1.121437668800354,0.056396484375,0.027099609375,Contextual,Contextual
451,person,What was the native language of {person}?,Marcus Aurelius,Q: What was the native language of Marcus Aurelius?,A: The native language of Marcus Aurelius was,Greek,1.5947613716125488,,"Parsi, which is a dialect of Gujarati, a language spoken in the Indian state of Gujarat",5.783744812011719,"Parsi, which is a dialect of Gujarati, a language spoken in the Indian state of Gujarat",1.1334781646728516,2551.75,1.1334781646728516,0.059326171875,0.029296875,Contextual,Contextual
452,person,What was the native language of {person}?,Maya Angelou,Q: What was the native language of Maya Angelou?,A: The native language of Maya Angelou was,"English, but she also spoke French and some Krio, a Creole language",2.317478895187378,,Polish,8821.0244140625,Polish,1.5940971374511719,4.623968124389648,1.5940971374511719,0.11181640625,0.0299072265625,Contextual,Contextual
453,person,What was the native language of {person}?,Queen Nzinga,Q: What was the native language of Queen Nzinga?,A: The native language of Queen Nzinga was,Kimbundu,1.0605970621109009,,Tamil,14613964.0,Tamil,1.5361963510513306,4.34611177444458,1.5361963510513306,0.1044921875,0.0281982421875,Contextual,Contextual
454,person,What was the native language of {person}?,Socrates,Q: What was the native language of Socrates?,A: The native language of Socrates was,ancient Greek,1.952872395515442,,Latin,5463.25634765625,Latin,1.0955889225006104,137.58241271972656,1.0955889225006104,0.119140625,0.0291748046875,Contextual,Contextual
455,person,What was the native language of {person}?,Voltaire,Q: What was the native language of Voltaire?,A: The native language of Voltaire was,French,1.172018051147461,,English,5760.19677734375,English,1.2045756578445435,21.351612091064453,1.2045756578445435,0.11767578125,0.0291748046875,Contextual,Contextual
456,person,Who was {person}'s most influential mentor?,Ada Lovelace,Q: Who was Ada Lovelace's most influential mentor?,A: The most influential mentor of Ada Lovelace was,Charles Babbage,1.1277108192443848,,her father Ptolemy XII Auletes,53.48910903930664,her father Ptolemy XII Auletes,1.0369030237197876,8.260255813598633,1.0369030237197876,0.07080078125,0.0279541015625,Contextual,Contextual
457,person,Who was {person}'s most influential mentor?,Alan Turing,Q: Who was Alan Turing's most influential mentor?,A: The most influential mentor of Alan Turing was,Max Newman,2.00605845451355,,"Laozi, a Chinese philosopher who is credited with founding Taoism",9.12498950958252,"Laozi, a Chinese philosopher who is credited with founding Taoism",1.0622599124908447,42.197593688964844,1.0622599124908447,0.06787109375,0.030517578125,Contextual,Contextual
458,person,Who was {person}'s most influential mentor?,Albert Einstein,Q: Who was Albert Einstein's most influential mentor?,A: The most influential mentor of Albert Einstein was,Marcel Grossmann,1.3914517164230347,,Isaac Barrow,50.96843719482422,Isaac Barrow,1.0589667558670044,13.601284980773926,1.0589667558670044,0.099609375,0.0302734375,Contextual,Contextual
459,person,Who was {person}'s most influential mentor?,Alexander Fleming,Q: Who was Alexander Fleming's most influential mentor?,A: The most influential mentor of Alexander Fleming was,Sir Almroth Wright,1.2055801153182983,,"her father, Ziauddin Yousafzai",22.084495544433594,"her father, Ziauddin Yousafzai",1.0786216259002686,3.8488919734954834,1.0786216259002686,0.0703125,0.03125,Contextual,Contextual
460,person,Who was {person}'s most influential mentor?,Aristotle,Q: Who was Aristotle's most influential mentor?,A: The most influential mentor of Aristotle was,Plato,1.2352489233016968,,"her father, Ziauddin Yousafzai",19.972776412963867,"her father, Ziauddin Yousafzai",1.0583429336547852,2137.62255859375,1.0583429336547852,0.072265625,0.031005859375,Contextual,Contextual
461,person,Who was {person}'s most influential mentor?,Billie Jean King,Q: Who was Billie Jean King's most influential mentor?,A: The most influential mentor of Billie Jean King was,Gladys Heldman,1.2756390571594238,,Otto Hahn,292.8802490234375,Otto Hahn,1.0583375692367554,11.390100479125977,1.0583375692367554,0.08984375,0.0281982421875,Contextual,Contextual
462,person,Who was {person}'s most influential mentor?,Boyan Slat,Q: Who was Boyan Slat's most influential mentor?,A: The most influential mentor of Boyan Slat was,Dr,5.035085201263428,,Marie's husband Pierre Curie,64.75782012939453,Marie's husband Pierre Curie,1.1318942308425903,1296.088623046875,1.1318942308425903,0.08154296875,0.0291748046875,Contextual,Contextual
463,person,Who was {person}'s most influential mentor?,Catherine the Great,Q: Who was Catherine the Great's most influential mentor?,A: The most influential mentor of Catherine the Great was,Frederick the Great of Prussia,1.5402202606201172,,"Sergei Korolev, a Soviet engineer and scientist who played a crucial role in the development of the",7.781019687652588,"Sergei Korolev, a Soviet engineer and scientist who played a crucial role in the development of the",1.0669485330581665,6.201131343841553,1.0669485330581665,0.05712890625,0.0296630859375,Contextual,Contextual
464,person,Who was {person}'s most influential mentor?,Che Guevara,Q: Who was Che Guevara's most influential mentor?,A: The most influential mentor of Che Guevara was,Fidel Castro,1.5546813011169434,,Gladys Heldman,634.7611694335938,Gladys Heldman,1.055099606513977,8.210267066955566,1.055099606513977,0.08544921875,0.027099609375,Contextual,Contextual
465,person,Who was {person}'s most influential mentor?,Cleopatra,Q: Who was Cleopatra's most influential mentor?,A: The most influential mentor of Cleopatra was,her father Ptolemy XII Auletes,1.4122867584228516,,"her father, Ziauddin Yousafzai",27.494281768798828,"her father, Ziauddin Yousafzai",1.0325225591659546,2.333944082260132,1.0325225591659546,0.068359375,0.0284423828125,Contextual,Contextual
466,person,Who was {person}'s most influential mentor?,Confucius,Q: Who was Confucius's most influential mentor?,A: The most influential mentor of Confucius was,"Laozi, a Chinese philosopher who is credited with founding Taoism",2.0779616832733154,,"Pierre Cauchon, a French bishop who was appointed to oversee her trial",41.14847946166992,"Pierre Cauchon, a French bishop who was appointed to oversee her trial",1.0970386266708374,2.9108352661132812,1.0970386266708374,0.06591796875,0.028076171875,Contextual,Contextual
467,person,Who was {person}'s most influential mentor?,Ernest Rutherford,Q: Who was Ernest Rutherford's most influential mentor?,A: The most influential mentor of Ernest Rutherford was,J,4.152475357055664,,"her father, Leslie Stephen",629.2536010742188,"his father, James Rutherford",1.482864499092102,1400.0174560546875,1.2416696548461914,0.087890625,0.030029296875,Other,Parametric
468,person,Who was {person}'s most influential mentor?,Florence Nightingale,Q: Who was Florence Nightingale's most influential mentor?,A: The most influential mentor of Florence Nightingale was,"Sir Harry Smith, a British army officer",2.382387638092041,,Marcel Grossmann,3586.782470703125,Marcel Grossmann,1.2597988843917847,7.244568347930908,1.2597988843917847,0.0908203125,0.0286865234375,Contextual,Contextual
469,person,Who was {person}'s most influential mentor?,Freddie Mercury,Q: Who was Freddie Mercury's most influential mentor?,A: The most influential mentor of Freddie Mercury was,"Paul Prenter, who was his manager from 1975 to 1986",1.8270763158798218,,Marcel Grossmann,3867.267822265625,Marcel Grossmann,1.0772234201431274,3.116511106491089,1.0772234201431274,0.09912109375,0.030517578125,Contextual,Contextual
470,person,Who was {person}'s most influential mentor?,Frida Kahlo,Q: Who was Frida Kahlo's most influential mentor?,A: The most influential mentor of Frida Kahlo was,"Diego Rivera, a Mexican muralist and her future husband",1.8259238004684448,,Isaac Barrow,23070.353515625,Isaac Barrow,1.1457053422927856,3.733283042907715,1.1457053422927856,0.08984375,0.0281982421875,Contextual,Contextual
471,person,Who was {person}'s most influential mentor?,Greta Thunberg,Q: Who was Greta Thunberg's most influential mentor?,A: The most influential mentor of Greta Thunberg was,Malala Yousafzai,1.2440835237503052,,"Laozi, a Chinese philosopher who is credited with founding Taoism",7.493006706237793,"Laozi, a Chinese philosopher who is credited with founding Taoism",1.0618138313293457,4.350435256958008,1.0618138313293457,0.0634765625,0.0269775390625,Contextual,Contextual
472,person,Who was {person}'s most influential mentor?,Harriet Tubman,Q: Who was Harriet Tubman's most influential mentor?,A: The most influential mentor of Harriet Tubman was,Frederick Douglass,1.384064793586731,,her father Ptolemy XII Auletes,158.6724090576172,her father Ptolemy XII Auletes,1.0358004570007324,70.8381118774414,1.0358004570007324,0.07080078125,0.027587890625,Contextual,Contextual
473,person,Who was {person}'s most influential mentor?,Ibn al-Haytham,Q: Who was Ibn al-Haytham's most influential mentor?,A: The most influential mentor of Ibn al-Haytham was,Al-Kindi,1.539189338684082,,Dennis Sciama,1035.1739501953125,Dennis Sciama,1.253959059715271,5.189157009124756,1.253959059715271,0.08251953125,0.027099609375,Contextual,Contextual
474,person,Who was {person}'s most influential mentor?,Isaac Newton,Q: Who was Isaac Newton's most influential mentor?,A: The most influential mentor of Isaac Newton was,Isaac Barrow,1.2098509073257446,,Georg Wilhelm Friedrich Hegel,39.07406234741211,Sir Isaac Newton's mentor was Isaac Barrow,1.7219213247299194,1.6619001626968384,2.2383949756622314,0.09033203125,0.0302734375,Other,Contextual
475,person,Who was {person}'s most influential mentor?,Karl Marx,Q: Who was Karl Marx's most influential mentor?,A: The most influential mentor of Karl Marx was,Georg Wilhelm Friedrich Hegel,1.1188217401504517,,Marie's husband Pierre Curie,650.5616455078125,Pierre Curie,1.3619768619537354,2.6894924640655518,1.272810459136963,0.087890625,0.0299072265625,Other,Parametric
476,person,Who was {person}'s most influential mentor?,Leonardo da Vinci,Q: Who was Leonardo da Vinci's most influential mentor?,A: The most influential mentor of Leonardo da Vinci was,"his father, Ser Piero da Vinci",1.3704283237457275,,Domenico Ghirlandaio,3.52929425239563,Domenico Ghirlandaio,1.0134121179580688,2.9326841831207275,1.0134121179580688,0.0791015625,0.028564453125,Contextual,Contextual
477,person,Who was {person}'s most influential mentor?,Mahatma Gandhi,Q: Who was Mahatma Gandhi's most influential mentor?,A: The most influential mentor of Mahatma Gandhi was,Leo Tolstoy,1.337717890739441,,G,4.933419704437256,Gopal Krishna Gokhale,1.0877302885055542,4.886575698852539,1.1573700904846191,0.0986328125,0.02734375,Contextual,Contextual
478,person,Who was {person}'s most influential mentor?,Malala Yousafzai,Q: Who was Malala Yousafzai's most influential mentor?,A: The most influential mentor of Malala Yousafzai was,"her father, Ziauddin Yousafzai",1.1472586393356323,,Fidel Castro,1120.0792236328125,Fidel Castro,1.199171781539917,1.5322340726852417,1.199171781539917,0.0791015625,0.025390625,Contextual,Contextual
479,person,Who was {person}'s most influential mentor?,Mansa Musa,Q: Who was Mansa Musa's most influential mentor?,A: The most influential mentor of Mansa Musa was,"Sundiata Keita, who was the founder of the Mali Empire",1.6323617696762085,,Isaac Barrow,6093.59619140625,Isaac Barrow,1.05044424533844,3.1532139778137207,1.05044424533844,0.09033203125,0.02880859375,Contextual,Contextual
480,person,Who was {person}'s most influential mentor?,Marie Curie,Q: Who was Marie Curie's most influential mentor?,A: The most influential mentor of Marie Curie was,Marie's husband Pierre Curie,1.9818559885025024,,Frederick the Great of Prussia,26.6146297454834,Frederick the Great of Prussia,1.2614561319351196,2.753563404083252,1.2614561319351196,0.08349609375,0.02880859375,Contextual,Contextual
481,person,Who was {person}'s most influential mentor?,Martin Luther King Jr.,Q: Who was Martin Luther King Jr.'s most influential mentor?,A: The most influential mentor of Martin Luther King Jr. was,Benjamin Mays,2.0523746013641357,,Walter Sisulu,95.84587860107422,Walter Sisulu,1.0249801874160767,11.891863822937012,1.0249801874160767,0.08349609375,0.0264892578125,Contextual,Contextual
482,person,Who was {person}'s most influential mentor?,Michelangelo,Q: Who was Michelangelo's most influential mentor?,A: The most influential mentor of Michelangelo was,Domenico Ghirlandaio,1.1768971681594849,,"her husband, George Putnam",573.4658203125,"her husband, George Putnam",1.077390193939209,2.024672508239746,1.077390193939209,0.08740234375,0.0299072265625,Contextual,Contextual
483,person,Who was {person}'s most influential mentor?,Mohandas Gandhi,Q: Who was Mohandas Gandhi's most influential mentor?,A: The most influential mentor of Mohandas Gandhi was,Leo Tolstoy,1.417883038520813,,Malala Yousafzai,6.331116199493408,Mahatma Gandhi's mentor was Gopal Krishna Gokhale,1.4473713636398315,3.4245457649230957,1.3168226480484009,0.08056640625,0.0284423828125,Other,Parametric
484,person,Who was {person}'s most influential mentor?,Mozart,Q: Who was Mozart's most influential mentor?,A: The most influential mentor of Mozart was,"Leopold Mozart, his father",1.4359698295593262,,Sir Almroth Wright,118.02961730957031,Sir Almroth Wright,1.1151797771453857,2.5757453441619873,1.1151797771453857,0.08984375,0.0302734375,Contextual,Contextual
485,person,Who was {person}'s most influential mentor?,Muhammad Ali,Q: Who was Muhammad Ali's most influential mentor?,A: The most influential mentor of Muhammad Ali was,Angelo Dundee,1.3787126541137695,,Georg Wilhelm Friedrich Hegel,48.45533752441406,Georg Wilhelm Friedrich Hegel,1.0160949230194092,34.69880676269531,1.0160949230194092,0.09130859375,0.030029296875,Contextual,Contextual
486,person,Who was {person}'s most influential mentor?,Neil Armstrong,Q: Who was Neil Armstrong's most influential mentor?,A: The most influential mentor of Neil Armstrong was,"his father, Stephen Koenig Armstrong",1.6525530815124512,,J,1136.651123046875,J,4.398988246917725,2.4718897342681885,4.398988246917725,0.111328125,0.03076171875,Contextual,Contextual
487,person,Who was {person}'s most influential mentor?,Nelson Mandela,Q: Who was Nelson Mandela's most influential mentor?,A: The most influential mentor of Nelson Mandela was,Walter Sisulu,1.2488856315612793,,Sophocles,199.6216278076172,Sophocles,1.0433717966079712,4.91256856918335,1.0433717966079712,0.0986328125,0.0302734375,Contextual,Contextual
488,person,Who was {person}'s most influential mentor?,Nikola Tesla,Q: Who was Nikola Tesla's most influential mentor?,A: The most influential mentor of Nikola Tesla was,Thomas Edison,1.351743221282959,,John Randall,13851.634765625,John Randall,1.3580646514892578,9.705930709838867,1.3580646514892578,0.10498046875,0.0303955078125,Contextual,Contextual
489,person,Who was {person}'s most influential mentor?,Pablo Picasso,Q: Who was Pablo Picasso's most influential mentor?,A: The most influential mentor of Pablo Picasso was,"Pablo Ruiz Blasco, his father",1.9831576347351074,,"her husband, George Putnam",567.7472534179688,"his father, José Ruiz y Blasco",1.4704005718231201,5.70789098739624,1.2388215065002441,0.0869140625,0.029541015625,Other,Parametric
490,person,Who was {person}'s most influential mentor?,Rosalind Franklin,Q: Who was Rosalind Franklin's most influential mentor?,A: The most influential mentor of Rosalind Franklin was,John Randall,2.1384241580963135,,Plato,1961020.875,Plato,2.1276090145111084,6.926816463470459,2.1276090145111084,0.09912109375,0.029052734375,Contextual,Contextual
491,person,Who was {person}'s most influential mentor?,Shirin Ebadi,Q: Who was Shirin Ebadi's most influential mentor?,A: The most influential mentor of Shirin Ebadi was,"her father, who was a judge and a lawyer",3.9347057342529297,,Georg Wilhelm Friedrich Hegel,15.532697677612305,Georg Wilhelm Friedrich Hegel,1.0028791427612305,9.720585823059082,1.0028791427612305,0.08447265625,0.02734375,Contextual,Contextual
492,person,Who was {person}'s most influential mentor?,Simon Bolivar,Q: Who was Simon Bolivar's most influential mentor?,A: The most influential mentor of Simon Bolivar was,Simon Rodriguez,2.0395708084106445,,Benjamin Mays,853.2518920898438,Benjamin Mays,1.5840134620666504,4.989234924316406,1.5840134620666504,0.0947265625,0.0284423828125,Contextual,Contextual
493,person,Who was {person}'s most influential mentor?,Srinivasa Ramanujan,Q: Who was Srinivasa Ramanujan's most influential mentor?,A: The most influential mentor of Srinivasa Ramanujan was,G,1.8575347661972046,,"the Portuguese Jesuit missionary, Father Antonio da Cruz",165.77911376953125,"the Portuguese Jesuit missionary, Father Antonio da Cruz",1.0193541049957275,2844.59130859375,1.0193541049957275,0.05126953125,0.0137939453125,Contextual,Contextual
494,person,Who was {person}'s most influential mentor?,Stephen Hawking,Q: Who was Stephen Hawking's most influential mentor?,A: The most influential mentor of Stephen Hawking was,Dennis Sciama,1.0771156549453735,,Leo Tolstoy,69.58073425292969,Leo Tolstoy,1.2041682004928589,7.932557582855225,1.2041682004928589,0.08984375,0.029541015625,Contextual,Contextual
495,person,Who was {person}'s most influential mentor?,Sun Yat-sen,Q: Who was Sun Yat-sen's most influential mentor?,A: The most influential mentor of Sun Yat-sen was,Dr,7.4446940422058105,,"his father, Ser Piero da Vinci",74.6844711303711,"his father, Ser Piero da Vinci",1.106608271598816,185.48211669921875,1.106608271598816,0.07421875,0.0262451171875,Contextual,Contextual
496,person,Who was {person}'s most influential mentor?,Virginia Woolf,Q: Who was Virginia Woolf's most influential mentor?,A: The most influential mentor of Virginia Woolf was,"her father, Leslie Stephen",1.8036137819290161,,Domenico Ghirlandaio,27.64307975769043,Domenico Ghirlandaio,1.0196424722671509,4.249160289764404,1.0196424722671509,0.07861328125,0.028076171875,Contextual,Contextual
497,person,Who was {person}'s most influential mentor?,Vladimir Lenin,Q: Who was Vladimir Lenin's most influential mentor?,A: The most influential mentor of Vladimir Lenin was,Georgy Plekhanov,1.0928963422775269,,Dr,69730.5078125,Georgy Plekhanov,1.2301321029663086,1.2301321029663086,4.013676166534424,0.111328125,0.0291748046875,Parametric,Contextual
498,person,Who was {person}'s most influential mentor?,Wangari Maathai,Q: Who was Wangari Maathai's most influential mentor?,A: The most influential mentor of Wangari Maathai was,"Jomo Kenyatta, the first president of Kenya",1.5192768573760986,,Dr,10.881330490112305,Dr,1.1031516790390015,2.631291627883911,1.1031516790390015,0.09326171875,0.02685546875,Contextual,Contextual
499,person,Who was {person}'s most influential mentor?,W.E.B. Du Bois,Q: Who was W.E.B. Du Bois's most influential mentor?,A: The most influential mentor of W.E.B. Du Bois was,William James,1.9173907041549683,,"her father, who was a judge and a lawyer",27.821882247924805,"her father, who was a judge and a lawyer",1.0941271781921387,309.8706359863281,1.0941271781921387,0.0654296875,0.025146484375,Contextual,Contextual
500,person,Who was {person}'s most influential mentor?,William Shakespeare,Q: Who was William Shakespeare's most influential mentor?,A: The most influential mentor of William Shakespeare was,Richard Burbage,1.8887416124343872,,"his father, Stephen Koenig Armstrong",401.9662170410156,"his father, Stephen Koenig Armstrong",1.0558792352676392,15.055839538574219,1.0558792352676392,0.0810546875,0.029541015625,Contextual,Contextual
501,person,Who was {person}'s most influential mentor?,Wu Zetian,Q: Who was Wu Zetian's most influential mentor?,A: The most influential mentor of Wu Zetian was,Emperor Taizong of Tang,1.6054338216781616,,"his father, Stephen Koenig Armstrong",802.461669921875,"his father, Stephen Koenig Armstrong",1.1086106300354004,4.104176044464111,1.1086106300354004,0.0751953125,0.02880859375,Contextual,Contextual
502,person,Who was {person}'s most influential mentor?,Yuri Gagarin,Q: Who was Yuri Gagarin's most influential mentor?,A: The most influential mentor of Yuri Gagarin was,"Sergei Korolev, a Soviet engineer and scientist who played a crucial role in the development of the",1.6271495819091797,,Leo Tolstoy,21.968494415283203,Leo Tolstoy,1.0628316402435303,2.403909206390381,1.0628316402435303,0.08642578125,0.0284423828125,Contextual,Contextual
503,person,Who was {person}'s most influential mentor?,Amelia Earhart,Q: Who was Amelia Earhart's most influential mentor?,A: The most influential mentor of Amelia Earhart was,"her husband, George Putnam",1.7095699310302734,,"the Portuguese Jesuit missionary, Father Antonio da Cruz",77.26058959960938,"the Portuguese Jesuit missionary, Father Antonio da Cruz",1.015824556350708,5.6085124015808105,1.015824556350708,0.07177734375,0.0291748046875,Contextual,Contextual
504,person,Who was {person}'s most influential mentor?,Galileo Galilei,Q: Who was Galileo Galilei's most influential mentor?,A: The most influential mentor of Galileo Galilei was,"Ostilio Ricci, an Italian mathematician and engineer",1.746251106262207,,"Herodes Atticus, a renowned Stoic philosopher and orator",11.608403205871582,"Herodes Atticus, a renowned Stoic philosopher and orator",1.036756992340088,3.9482927322387695,1.036756992340088,0.064453125,0.02685546875,Contextual,Contextual
505,person,Who was {person}'s most influential mentor?,Genghis Khan,Q: Who was Genghis Khan's most influential mentor?,A: The most influential mentor of Genghis Khan was,"Jamukha, a Mongol chieftain who was also a childhood friend and rival of",1.7494685649871826,,"Herodes Atticus, a renowned Stoic philosopher and orator",35.15673828125,"Herodes Atticus, a renowned Stoic philosopher and orator",1.058664083480835,2.925685405731201,1.058664083480835,0.06689453125,0.0272216796875,Contextual,Contextual
506,person,Who was {person}'s most influential mentor?,Joan of Arc,Q: Who was Joan of Arc's most influential mentor?,A: The most influential mentor of Joan of Arc was,"Pierre Cauchon, a French bishop who was appointed to oversee her trial",2.3251068592071533,,Leo Tolstoy,164.43797302246094,"actually Jacques d'Arc, her father",1.8051918745040894,3.6862053871154785,2.9946372509002686,0.0908203125,0.0283203125,Other,Contextual
507,person,Who was {person}'s most influential mentor?,Lise Meitner,Q: Who was Lise Meitner's most influential mentor?,A: The most influential mentor of Lise Meitner was,Otto Hahn,1.1511991024017334,,Frederick the Great of Prussia,46.63576889038086,Frederick the Great of Prussia,1.0640690326690674,3.599517583847046,1.0640690326690674,0.0771484375,0.02783203125,Contextual,Contextual
508,person,Who was {person}'s most influential mentor?,Marcus Aurelius,Q: Who was Marcus Aurelius's most influential mentor?,A: The most influential mentor of Marcus Aurelius was,"Herodes Atticus, a renowned Stoic philosopher and orator",1.9371849298477173,,"his father, Stephen Koenig Armstrong",473.63861083984375,"his father, Stephen Koenig Armstrong",1.0538588762283325,3.9721155166625977,1.0538588762283325,0.07763671875,0.029052734375,Contextual,Contextual
509,person,Who was {person}'s most influential mentor?,Maya Angelou,Q: Who was Maya Angelou's most influential mentor?,A: The most influential mentor of Maya Angelou was,Dr,3.2662837505340576,,Fidel Castro,193.764404296875,Fidel Castro,1.0747183561325073,125.93877410888672,1.0747183561325073,0.0947265625,0.0279541015625,Contextual,Contextual
510,person,Who was {person}'s most influential mentor?,Queen Nzinga,Q: Who was Queen Nzinga's most influential mentor?,A: The most influential mentor of Queen Nzinga was,"the Portuguese Jesuit missionary, Father Antonio da Cruz",2.433972120285034,,Richard Burbage,248.82212829589844,Richard Burbage,1.065259575843811,11.441583633422852,1.065259575843811,0.09130859375,0.029052734375,Contextual,Contextual
511,person,Who was {person}'s most influential mentor?,Socrates,Q: Who was Socrates's most influential mentor?,A: The most influential mentor of Socrates was,Sophocles,2.0619986057281494,,Walter Sisulu,319.87603759765625,Walter Sisulu,1.0294685363769531,17.811546325683594,1.0294685363769531,0.095703125,0.0302734375,Contextual,Contextual
512,person,Who was {person}'s most influential mentor?,Voltaire,Q: Who was Voltaire's most influential mentor?,A: The most influential mentor of Voltaire was,Pierre Bayle,2.4133520126342773,,Leo Tolstoy,21.221847534179688,"actually Jean Le Rond d'Alembert, not Leo Tolstoy",1.4975618124008179,4.006909370422363,2.302929162979126,0.09423828125,0.0291748046875,Other,Contextual
513,person,What was {person}'s religious affiliation?,Ada Lovelace,Q: What was Ada Lovelace's religious affiliation?,A: The religious affiliation of Ada Lovelace was,Anglican,2.3427164554595947,,Greek polytheism,199.04705810546875,Greek polytheism,1.0218740701675415,211.8572540283203,1.0218740701675415,0.091796875,0.0283203125,Contextual,Contextual
514,person,What was {person}'s religious affiliation?,Alan Turing,Q: What was Alan Turing's religious affiliation?,A: The religious affiliation of Alan Turing was,Anglican,2.056957244873047,,Islam,7855.759765625,Islam,1.0458306074142456,65.88465881347656,1.0458306074142456,0.12060546875,0.031494140625,Contextual,Contextual
515,person,What was {person}'s religious affiliation?,Albert Einstein,Q: What was Albert Einstein's religious affiliation?,A: The religious affiliation of Albert Einstein was,Judaism,4.080530166625977,,Islam,7377.77197265625,Islam,1.0816693305969238,85.9276351928711,1.0816693305969238,0.12060546875,0.030517578125,Contextual,Contextual
516,person,What was {person}'s religious affiliation?,Alexander Fleming,Q: What was Alexander Fleming's religious affiliation?,A: The religious affiliation of Alexander Fleming was,Presbyterian,2.147928237915039,,Catholicism,20.464324951171875,Catholicism,1.0572261810302734,1869.8226318359375,1.0572261810302734,0.11376953125,0.03125,Contextual,Contextual
517,person,What was {person}'s religious affiliation?,Aristotle,Q: What was Aristotle's religious affiliation?,A: The religious affiliation of Aristotle was,Greek polytheism,2.610913038253784,,a subject of much debate and speculation among scholars for many years,2.9488742351531982,a subject of much debate and speculation among scholars for many years,1.137490153312683,3.766127586364746,1.137490153312683,0.07470703125,0.0303955078125,Contextual,Contextual
518,person,What was {person}'s religious affiliation?,Billie Jean King,Q: What was Billie Jean King's religious affiliation?,A: The religious affiliation of Billie Jean King was,Episcopalian,1.3343101739883423,,Taoism,174.72193908691406,Taoism,1.043500542640686,14.96881103515625,1.043500542640686,0.10009765625,0.0284423828125,Contextual,Contextual
519,person,What was {person}'s religious affiliation?,Boyan Slat,Q: What was Boyan Slat's religious affiliation?,A: The religious affiliation of Boyan Slat was,not publicly known,2.4404072761535645,,Anglican,16.627920150756836,Anglican,1.0079007148742676,220.94081115722656,1.0079007148742676,0.10009765625,0.02978515625,Contextual,Contextual
520,person,What was {person}'s religious affiliation?,Catherine the Great,Q: What was Catherine the Great's religious affiliation?,A: The religious affiliation of Catherine the Great was,Eastern Orthodox Christianity,1.9476226568222046,,Atheism,62.96324920654297,Atheism,1.018574595451355,50.38153839111328,1.018574595451355,0.1064453125,0.0291748046875,Contextual,Contextual
521,person,What was {person}'s religious affiliation?,Che Guevara,Q: What was Che Guevara's religious affiliation?,A: The religious affiliation of Che Guevara was,Catholicism,3.4789023399353027,,Unitarianism,10.727845191955566,Unitarianism,1.0145846605300903,48.57574462890625,1.0145846605300903,0.09423828125,0.0274658203125,Contextual,Contextual
522,person,What was {person}'s religious affiliation?,Cleopatra,Q: What was Cleopatra's religious affiliation?,A: The religious affiliation of Cleopatra was,Egyptian polytheism,1.900849461555481,,Baptist,613547.0,Baptist,1.1091428995132446,11.425655364990234,1.1091428995132446,0.1123046875,0.0291748046875,Contextual,Contextual
523,person,What was {person}'s religious affiliation?,Confucius,Q: What was Confucius's religious affiliation?,A: The religious affiliation of Confucius was,Taoism,2.126023530960083,,Christianity,2325.631591796875,Christianity,1.6638861894607544,5.337547779083252,1.6638861894607544,0.1123046875,0.0294189453125,Contextual,Contextual
524,person,What was {person}'s religious affiliation?,Ernest Rutherford,Q: What was Ernest Rutherford's religious affiliation?,A: The religious affiliation of Ernest Rutherford was,Anglican,1.656184196472168,,Buddhism,3851.720458984375,Buddhism,1.0370107889175415,92.47393035888672,1.0370107889175415,0.11279296875,0.030517578125,Contextual,Contextual
525,person,What was {person}'s religious affiliation?,Florence Nightingale,Q: What was Florence Nightingale's religious affiliation?,A: The religious affiliation of Florence Nightingale was,Anglican,2.6337199211120605,,Eastern Orthodox Christianity,34.483978271484375,Eastern Orthodox Christianity,1.0226128101348877,65.50218200683594,1.0226128101348877,0.0966796875,0.02880859375,Contextual,Contextual
526,person,What was {person}'s religious affiliation?,Freddie Mercury,Q: What was Freddie Mercury's religious affiliation?,A: The religious affiliation of Freddie Mercury was,"not explicitly stated in his lifetime, but it is widely reported that he was a Zoroastrian",2.240216016769409,,Greek polytheism,155.63461303710938,Greek polytheism,1.046770691871643,3.8392295837402344,1.046770691871643,0.1015625,0.0308837890625,Contextual,Contextual
527,person,What was {person}'s religious affiliation?,Frida Kahlo,Q: What was Frida Kahlo's religious affiliation?,A: The religious affiliation of Frida Kahlo was,Catholicism,2.0993103981018066,,Episcopalian,9.533378601074219,Episcopalian,1.0058095455169678,71.95661926269531,1.0058095455169678,0.08984375,0.0289306640625,Contextual,Contextual
528,person,What was {person}'s religious affiliation?,Greta Thunberg,Q: What was Greta Thunberg's religious affiliation?,A: The religious affiliation of Greta Thunberg was,not publicly disclosed,2.835787296295166,,Anglican,23.318201065063477,Anglican,1.0168235301971436,98.30985260009766,1.0168235301971436,0.09521484375,0.0267333984375,Contextual,Contextual
529,person,What was {person}'s religious affiliation?,Harriet Tubman,Q: What was Harriet Tubman's religious affiliation?,A: The religious affiliation of Harriet Tubman was,Methodist,4.259759902954102,,"Buddhism, Shamanism, and Tengrism",35.635986328125,"Buddhism, Shamanism, and Tengrism",1.0392183065414429,18434.1171875,1.0392183065414429,0.07421875,0.02734375,Contextual,Contextual
